bowler,team1,team2,venue,date,delivery,runs,wicket,byes,legbyes,overs,economy,4w,5w,points,eco_bonus,last_5_wkts,career_wickets,career_eco,venue_wickets
A Mishra,Kings XI Punjab,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,2011-05-21,24,9.0,4,0.0,1.0,4.0,2.25,1,0,114,6,1.8,1.1296296296296295,7.325442292378323,4.0
A Mishra,Deccan Chargers,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-09,24,31.0,1,0.0,0.0,4.0,7.75,0,0,25,0,1.8,1.1296296296296295,7.325442292378323,0.6666666666666666
A Mishra,Rajasthan Royals,Deccan Chargers,Sawai Mansingh Stadium,2012-04-17,25,31.0,3,0.0,0.0,4.1,7.560975609756098,0,0,75,0,2.2,1.1296296296296295,7.325442292378323,1.25
A Mishra,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,2012-04-19,13,25.0,0,0.0,0.0,2.1,11.904761904761903,0,0,-6,-6,2.0,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Deccan Chargers,Kolkata Knight Riders,Barabati Stadium,2012-04-22,25,26.0,1,0.0,0.0,4.1,6.341463414634147,0,0,27,2,1.8,1.1296296296296295,7.325442292378323,0.6666666666666666
A Mishra,Pune Warriors,Deccan Chargers,Subrata Roy Sahara Stadium,2012-04-26,19,24.0,0,0.0,2.0,3.1,7.741935483870967,0,0,0,0,1.0,1.1296296296296295,7.325442292378323,0.0
A Mishra,Mumbai Indians,Deccan Chargers,Wankhede Stadium,2012-04-29,25,27.0,0,0.0,0.0,4.1,6.585365853658537,0,0,2,2,0.8,1.1296296296296295,7.325442292378323,1.0
A Mishra,Deccan Chargers,Pune Warriors,Barabati Stadium,2012-05-01,18,20.0,0,0.0,0.0,3.0,6.666666666666667,0,0,2,2,0.2,1.1296296296296295,7.325442292378323,0.6666666666666666
A Mishra,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2012-05-04,12,18.0,1,0.0,0.0,2.0,9.0,0,0,25,0,0.4,1.1296296296296295,7.325442292378323,1.4
A Mishra,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2012-05-06,24,28.0,2,0.0,0.0,4.0,7.0,0,0,50,0,0.6,1.1296296296296295,7.325442292378323,1.0
A Mishra,Deccan Chargers,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2012-05-08,12,20.0,0,0.0,0.0,2.0,10.0,0,0,-2,-2,0.6,1.1296296296296295,7.325442292378323,1.2916666666666667
A Mishra,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2012-05-10,24,39.0,0,0.0,0.0,4.0,9.75,0,0,-2,-2,0.6,1.1296296296296295,7.325442292378323,1.2916666666666667
A Mishra,Kings XI Punjab,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",2012-05-13,18,31.0,1,0.0,0.0,3.0,10.333333333333334,0,0,21,-4,0.8,1.1296296296296295,7.325442292378323,0.6666666666666666
A Mishra,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",2012-05-18,24,18.0,2,0.0,2.0,4.0,4.5,0,0,56,6,1.0,1.1296296296296295,7.325442292378323,1.2916666666666667
A Mishra,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",2012-05-20,24,26.0,2,0.0,0.0,4.0,6.5,0,0,52,2,1.0,1.1296296296296295,7.325442292378323,1.2916666666666667
A Mishra,Sunrisers Hyderabad,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",2013-04-05,24,19.0,3,0.0,0.0,4.0,4.75,0,0,81,6,1.6,1.1296296296296295,7.325442292378323,1.2916666666666667
A Mishra,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",2013-04-07,24,15.0,1,0.0,0.0,4.0,3.75,0,0,31,6,1.8,1.1296296296296295,7.325442292378323,1.2916666666666667
A Mishra,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2013-04-09,26,40.0,0,0.0,0.0,4.2,9.523809523809524,0,0,-2,-2,1.6,1.1296296296296295,7.325442292378323,1.0
A Mishra,Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,2013-04-12,24,15.0,1,0.0,0.0,4.0,3.75,0,0,31,6,1.4,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,2013-04-14,18,28.0,0,0.0,0.0,3.0,9.333333333333334,0,0,-2,-2,1.0,1.1296296296296295,7.325442292378323,0.5714285714285714
A Mishra,Pune Warriors,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2013-04-17,24,19.0,4,0.0,0.0,4.0,4.75,1,0,114,6,1.2,1.1296296296296295,7.325442292378323,2.25
A Mishra,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2013-04-19,24,29.0,3,0.0,1.0,4.0,7.25,0,0,75,0,1.6,1.1296296296296295,7.325442292378323,1.2916666666666667
A Mishra,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",2013-04-25,24,26.0,3,0.0,0.0,4.0,6.5,0,0,77,2,2.2,1.1296296296296295,7.325442292378323,1.4
A Mishra,Rajasthan Royals,Sunrisers Hyderabad,Sawai Mansingh Stadium,2013-04-27,12,20.0,0,0.0,0.0,2.0,10.0,0,0,-2,-2,2.0,1.1296296296296295,7.325442292378323,1.25
A Mishra,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2013-05-01,24,24.0,2,0.0,0.0,4.0,6.0,0,0,52,2,2.4,1.1296296296296295,7.325442292378323,1.2916666666666667
A Mishra,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2013-05-04,24,16.0,1,0.0,0.0,4.0,4.0,0,0,31,6,1.8,1.1296296296296295,7.325442292378323,1.2916666666666667
A Mishra,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",2013-05-08,24,39.0,0,0.0,0.0,4.0,9.75,0,0,-2,-2,1.2,1.1296296296296295,7.325442292378323,1.2916666666666667
A Mishra,Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",2013-05-11,12,20.0,0,0.0,0.0,2.0,10.0,0,0,-2,-2,0.6,1.1296296296296295,7.325442292378323,0.6666666666666666
A Mishra,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2013-05-13,18,29.0,0,0.0,0.0,3.0,9.666666666666666,0,0,-2,-2,0.6,1.1296296296296295,7.325442292378323,1.0
A Mishra,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",2013-05-17,24,8.0,3,0.0,0.0,4.0,2.0,0,0,81,6,0.8,1.1296296296296295,7.325442292378323,1.2916666666666667
A Mishra,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",2013-05-19,24,20.0,2,0.0,0.0,4.0,5.0,0,0,54,4,1.0,1.1296296296296295,7.325442292378323,1.2916666666666667
A Mishra,Rajasthan Royals,Sunrisers Hyderabad,Feroz Shah Kotla,2013-05-22,24,16.0,1,0.0,0.0,4.0,4.0,0,0,31,6,1.2,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Sunrisers Hyderabad,Rajasthan Royals,Sheikh Zayed Stadium,2014-04-18,24,26.0,2,0.0,1.0,4.0,6.5,0,0,52,2,1.6,1.1296296296296295,7.325442292378323,2.0
A Mishra,Kings XI Punjab,Sunrisers Hyderabad,Sharjah Cricket Stadium,2014-04-22,25,55.0,2,0.0,0.0,4.1,13.414634146341465,0,0,44,-6,2.0,1.1296296296296295,7.325442292378323,1.0
A Mishra,Sunrisers Hyderabad,Delhi Daredevils,Dubai International Cricket Stadium,2014-04-25,24,36.0,0,0.0,0.0,4.0,9.0,0,0,0,0,1.4,1.1296296296296295,7.325442292378323,0.0
A Mishra,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2014-04-27,21,27.0,0,0.0,0.0,3.3,8.181818181818182,0,0,0,0,1.0,1.1296296296296295,7.325442292378323,1.0
A Mishra,Mumbai Indians,Sunrisers Hyderabad,Dubai International Cricket Stadium,2014-04-30,25,53.0,0,0.0,0.0,4.1,12.926829268292684,0,0,-6,-6,0.8,1.1296296296296295,7.325442292378323,0.0
A Mishra,Rajasthan Royals,Sunrisers Hyderabad,"Sardar Patel Stadium, Motera",2014-05-08,25,12.0,0,0.0,0.0,4.1,2.926829268292684,0,0,6,6,0.4,1.1296296296296295,7.325442292378323,1.0
A Mishra,Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,2014-05-10,18,23.0,2,0.0,0.0,3.0,7.666666666666667,0,0,50,0,0.4,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2014-05-12,18,33.0,0,0.0,0.0,3.0,11.0,0,0,-4,-4,0.4,1.1296296296296295,7.325442292378323,1.2916666666666667
A Mishra,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2014-05-14,24,31.0,1,0.0,0.0,4.0,7.75,0,0,25,0,0.6,1.1296296296296295,7.325442292378323,1.2916666666666667
A Mishra,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",2014-05-18,24,38.0,1,0.0,1.0,4.0,9.5,0,0,23,-2,0.8,1.1296296296296295,7.325442292378323,1.2916666666666667
A Mishra,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,24,21.0,1,0.0,0.0,4.0,5.25,0,0,29,4,1.0,1.1296296296296295,7.325442292378323,1.4
A Mishra,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,2015-04-12,26,30.0,2,0.0,0.0,4.2,7.142857142857142,0,0,50,0,1.0,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Kings XI Punjab,Delhi Daredevils,Maharashtra Cricket Association Stadium,2015-04-15,25,33.0,1,0.0,0.0,4.1,8.048780487804878,0,0,25,0,1.2,1.1296296296296295,7.325442292378323,2.25
A Mishra,Sunrisers Hyderabad,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2015-04-18,12,14.0,0,0.0,0.0,2.0,7.0,0,0,0,0,1.0,1.1296296296296295,7.325442292378323,0.6666666666666666
A Mishra,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,2015-04-20,19,22.0,0,0.0,0.0,3.1,7.096774193548387,0,0,0,0,0.8,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,2015-04-23,25,30.0,2,0.0,1.0,4.1,7.317073170731708,0,0,50,0,1.0,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,2015-04-26,13,24.0,0,0.0,0.0,2.1,11.428571428571429,0,0,-6,-6,0.6,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,2015-05-01,12,10.0,1,0.0,0.0,2.0,5.0,0,0,29,4,0.6,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Rajasthan Royals,Delhi Daredevils,Brabourne Stadium,2015-05-03,25,40.0,0,0.0,0.0,4.1,9.756097560975611,0,0,-2,-2,0.6,1.1296296296296295,7.325442292378323,0.0
A Mishra,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,2015-05-05,26,23.0,1,0.0,0.0,4.2,5.476190476190476,0,0,29,4,0.8,1.1296296296296295,7.325442292378323,1.0
A Mishra,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,2015-05-07,24,20.0,1,0.0,0.0,4.0,5.0,0,0,29,4,0.6,1.1296296296296295,7.325442292378323,0.5714285714285714
A Mishra,Delhi Daredevils,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,2015-05-09,18,34.0,0,0.0,1.0,3.0,11.333333333333334,0,0,-6,-6,0.6,1.1296296296296295,7.325442292378323,0.3333333333333333
A Mishra,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,2016-04-10,13,6.0,1,0.0,0.0,2.1,2.857142857142857,0,0,31,6,0.6,1.1296296296296295,7.325442292378323,0.5714285714285714
A Mishra,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,2016-04-15,19,10.0,4,0.0,0.0,3.1,3.225806451612903,1,0,114,6,1.4,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2016-04-17,18,26.0,0,0.0,4.0,3.0,8.666666666666666,0,0,0,0,1.2,1.1296296296296295,7.325442292378323,1.0
A Mishra,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,2016-04-23,24,24.0,2,0.0,1.0,4.0,6.0,0,0,52,2,1.4,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Delhi Daredevils,Gujarat Lions,Feroz Shah Kotla,2016-04-27,18,27.0,0,0.0,0.0,3.0,9.0,0,0,0,0,1.4,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,2016-04-30,26,34.0,1,0.0,1.0,4.2,8.095238095238095,0,0,25,0,1.4,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Gujarat Lions,Delhi Daredevils,Saurashtra Cricket Association Stadium,2016-05-03,18,19.0,1,0.0,0.0,3.0,6.333333333333333,0,0,27,2,0.8,1.1296296296296295,7.325442292378323,1.0
A Mishra,Delhi Daredevils,Rising Pune Supergiants,Feroz Shah Kotla,2016-05-05,25,24.0,1,0.0,0.0,4.1,5.853658536585367,0,0,29,4,1.0,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Kings XI Punjab,Delhi Daredevils,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-05-07,25,36.0,0,0.0,0.0,4.1,8.78048780487805,0,0,0,0,0.6,1.1296296296296295,7.325442292378323,0.0
A Mishra,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2016-05-12,18,19.0,2,0.0,0.0,3.0,6.333333333333333,0,0,52,2,1.0,1.1296296296296295,7.325442292378323,1.2916666666666667
A Mishra,Mumbai Indians,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-15,24,42.0,1,0.0,0.0,4.0,10.5,0,0,21,-4,1.0,1.1296296296296295,7.325442292378323,0.6666666666666666
A Mishra,Rising Pune Supergiants,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-17,12,10.0,0,0.0,0.0,2.0,5.0,0,0,4,4,0.8,1.1296296296296295,7.325442292378323,0.6666666666666666
A Mishra,Delhi Daredevils,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,2016-05-20,18,21.0,1,0.0,0.0,3.0,7.0,0,0,25,0,0.8,1.1296296296296295,7.325442292378323,0.3333333333333333
A Mishra,Delhi Daredevils,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,2016-05-22,24,33.0,0,0.0,0.0,4.0,8.25,0,0,0,0,0.8,1.1296296296296295,7.325442292378323,0.3333333333333333
A Mishra,Royal Challengers Bangalore,Delhi Daredevils,M.Chinnaswamy Stadium,2017-04-08,12,32.0,0,0.0,0.0,2.0,16.0,0,0,-6,-6,0.4,1.1296296296296295,7.325442292378323,0.0
A Mishra,Rising Pune Supergiant,Delhi Daredevils,Maharashtra Cricket Association Stadium,2017-04-11,18,11.0,3,0.0,0.0,3.0,3.6666666666666665,0,0,81,6,0.8,1.1296296296296295,7.325442292378323,2.25
A Mishra,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,2017-04-15,18,16.0,1,0.0,0.0,3.0,5.333333333333333,0,0,29,4,1.0,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,2017-04-17,18,25.0,1,0.0,0.0,3.0,8.333333333333334,0,0,25,0,1.0,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2017-04-19,18,33.0,0,0.0,0.0,3.0,11.0,0,0,-4,-4,1.0,1.1296296296296295,7.325442292378323,1.2916666666666667
A Mishra,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,2017-04-22,25,17.0,2,0.0,1.0,4.1,4.146341463414634,0,0,56,6,1.4,1.1296296296296295,7.325442292378323,1.0
A Mishra,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,2017-04-28,18,36.0,0,0.0,0.0,3.0,12.0,0,0,-6,-6,0.8,1.1296296296296295,7.325442292378323,0.5714285714285714
A Mishra,Kings XI Punjab,Delhi Daredevils,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017-04-30,6,9.0,0,0.0,0.0,1.0,9.0,0,0,0,0,0.6,1.1296296296296295,7.325442292378323,0.0
A Mishra,Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,2017-05-02,25,22.0,1,0.0,0.0,4.1,5.365853658536586,0,0,29,4,0.6,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Delhi Daredevils,Gujarat Lions,Feroz Shah Kotla,2017-05-04,12,23.0,0,0.0,0.0,2.0,11.5,0,0,-6,-6,0.6,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,2017-05-06,24,37.0,1,0.0,1.0,4.0,9.25,0,0,23,-2,0.4,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Gujarat Lions,Delhi Daredevils,Green Park,2017-05-10,12,27.0,1,0.0,0.0,2.0,13.5,0,0,19,-6,0.6,1.1296296296296295,7.325442292378323,1.0
A Mishra,Delhi Daredevils,Rising Pune Supergiant,Feroz Shah Kotla,2017-05-12,19,25.0,0,0.0,0.0,3.1,8.064516129032258,0,0,0,0,0.6,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,2017-05-14,12,26.0,0,0.0,0.0,2.0,13.0,0,0,-6,-6,0.4,1.1296296296296295,7.325442292378323,1.28125
A Mishra,Delhi Daredevils,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,2018-04-08,24,46.0,0,0.0,0.0,4.0,11.5,0,0,-6,-6,0.4,1.1296296296296295,7.325442292378323,0.0
A Mishra,Kings XI Punjab,Delhi Daredevils,Arun Jaitley Stadium,2018-04-23,26,30.0,0,0.0,0.0,4.2,7.142857142857142,0,0,0,0,0.2,1.1296296296296295,7.325442292378323,1.4615384615384615
A Mishra,Delhi Daredevils,Kolkata Knight Riders,Arun Jaitley Stadium,2018-04-27,24,23.0,3,0.0,1.0,4.0,5.75,0,0,79,4,0.6,1.1296296296296295,7.325442292378323,1.4615384615384615
A Mishra,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,2018-04-30,24,30.0,1,0.0,0.0,4.0,7.5,0,0,25,0,0.8,1.1296296296296295,7.325442292378323,2.25
A Mishra,Delhi Daredevils,Rajasthan Royals,Arun Jaitley Stadium,2018-05-02,12,12.0,1,0.0,0.0,2.0,6.0,0,0,27,2,1.0,1.1296296296296295,7.325442292378323,1.4615384615384615
A Mishra,Delhi Daredevils,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2018-05-05,25,18.0,2,0.0,0.0,4.1,4.390243902439025,0,0,56,6,1.4,1.1296296296296295,7.325442292378323,1.0
A Mishra,Delhi Daredevils,Sunrisers Hyderabad,Arun Jaitley Stadium,2018-05-10,18,29.0,0,0.0,0.0,3.0,9.666666666666666,0,0,-2,-2,1.4,1.1296296296296295,7.325442292378323,1.4615384615384615
A Mishra,Delhi Daredevils,Royal Challengers Bangalore,Arun Jaitley Stadium,2018-05-12,25,32.0,1,0.0,0.0,4.1,7.804878048780488,0,0,25,0,1.0,1.1296296296296295,7.325442292378323,1.4615384615384615
A Mishra,Delhi Daredevils,Chennai Super Kings,Arun Jaitley Stadium,2018-05-18,24,20.0,2,0.0,0.0,4.0,5.0,0,0,54,4,1.2,1.1296296296296295,7.325442292378323,1.4615384615384615
A Mishra,Delhi Daredevils,Mumbai Indians,Arun Jaitley Stadium,2018-05-20,24,19.0,3,0.0,0.0,4.0,4.75,0,0,81,6,1.6,1.1296296296296295,7.325442292378323,1.4615384615384615
A Mishra,Delhi Capitals,Chennai Super Kings,Arun Jaitley Stadium,2019-03-26,25,34.0,2,0.0,1.0,4.1,8.292682926829269,0,0,50,0,1.6,1.1296296296296295,7.325442292378323,1.4615384615384615
A Mishra,Kolkata Knight Riders,Delhi Capitals,Arun Jaitley Stadium,2019-03-30,25,35.0,1,0.0,0.0,4.1,8.536585365853659,0,0,25,0,1.8,1.1296296296296295,7.325442292378323,1.4615384615384615
A Mishra,Delhi Capitals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2019-04-14,18,13.0,0,0.0,0.0,3.0,4.333333333333333,0,0,6,6,1.6,1.1296296296296295,7.325442292378323,1.0
A Mishra,Mumbai Indians,Delhi Capitals,Arun Jaitley Stadium,2019-04-18,18,18.0,1,0.0,0.0,3.0,6.0,0,0,27,2,1.4,1.1296296296296295,7.325442292378323,1.4615384615384615
A Mishra,Kings XI Punjab,Delhi Capitals,Arun Jaitley Stadium,2019-04-20,24,41.0,0,0.0,0.0,4.0,10.25,0,0,-4,-4,0.8,1.1296296296296295,7.325442292378323,1.4615384615384615
A Mishra,Rajasthan Royals,Delhi Capitals,Sawai Mansingh Stadium,2019-04-22,18,28.0,0,0.0,0.0,3.0,9.333333333333334,0,0,-2,-2,0.4,1.1296296296296295,7.325442292378323,1.25
A Mishra,Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,2019-04-28,25,28.0,2,0.0,0.0,4.1,6.829268292682928,0,0,52,2,0.6,1.1296296296296295,7.325442292378323,1.4615384615384615
A Mishra,Chennai Super Kings,Delhi Capitals,MA Chidambaram Stadium,2019-05-01,18,16.0,0,0.0,0.0,3.0,5.333333333333333,0,0,4,4,0.6,1.1296296296296295,7.325442292378323,0.0
A Mishra,Rajasthan Royals,Delhi Capitals,Arun Jaitley Stadium,2019-05-04,24,17.0,3,0.0,0.0,4.0,4.25,0,0,81,6,1.0,1.1296296296296295,7.325442292378323,1.4615384615384615
A Mishra,Sunrisers Hyderabad,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2019-05-08,24,16.0,1,0.0,0.0,4.0,4.0,0,0,31,6,1.2,1.1296296296296295,7.325442292378323,0.6666666666666666
A Mishra,Delhi Capitals,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2019-05-10,24,21.0,1,0.0,0.0,4.0,5.25,0,0,29,4,1.4,1.1296296296296295,7.325442292378323,0.6666666666666666
A Mishra,Delhi Capitals,Chennai Super Kings,Dubai International Cricket Stadium,2020-09-25,24,23.0,0,0.0,0.0,4.0,5.75,0,0,4,4,1.0,1.1296296296296295,7.325442292378323,0.0
A Mishra,Sunrisers Hyderabad,Delhi Capitals,Sheikh Zayed Stadium,2020-09-29,24,35.0,2,0.0,0.0,4.0,8.75,0,0,50,0,1.4,1.1296296296296295,7.325442292378323,2.0
A Mishra,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-03,12,12.0,1,0.0,0.0,2.0,6.0,0,0,27,2,1.0,1.1296296296296295,7.325442292378323,1.0
A Mishra,Chennai Super Kings,Delhi Capitals,"Wankhede Stadium, Mumbai",2021-04-10,18,27.0,0,0.0,0.0,3.0,9.0,0,0,0,0,0.8,1.1296296296296295,7.325442292378323,0.0
A Mishra,Mumbai Indians,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-20,24,24.0,4,0.0,0.0,4.0,6.0,1,0,110,2,1.4,1.1296296296296295,7.325442292378323,2.5
A Mishra,Delhi Capitals,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-25,24,31.0,1,0.0,0.0,4.0,7.75,0,0,25,0,1.6,1.1296296296296295,7.325442292378323,2.5
A Mishra,Royal Challengers Bangalore,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2021-04-27,18,27.0,1,0.0,0.0,3.0,9.0,0,0,25,0,1.4,1.1296296296296295,7.325442292378323,1.0
A Mithun,Royal Challengers Bangalore,Mumbai Indians,St George's Park,2009-05-10,27,39.0,0,0.0,0.0,4.3,9.069767441860463,0,0,-2,-2,0.0,0.5,9.082096102601039,0.0
A Mithun,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,2010-04-04,19,37.0,1,0.0,0.0,3.1,11.935483870967742,0,0,19,-6,0.5,0.5,9.082096102601039,1.5
A Mithun,Kochi Tuskers Kerala,Royal Challengers Bangalore,Nehru Stadium,2011-04-09,6,12.0,0,0.0,0.0,1.0,12.0,0,0,0,0,0.3333333333333333,0.5,9.082096102601039,0.0
A Mithun,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,2011-04-12,18,29.0,0,0.0,0.0,3.0,9.666666666666666,0,0,-2,-2,0.25,0.5,9.082096102601039,0.42857142857142855
A Mithun,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,2011-04-26,27,32.0,2,0.0,0.0,4.3,7.441860465116279,0,0,50,0,0.6,0.5,9.082096102601039,1.5
A Mithun,Royal Challengers Bangalore,Pune Warriors,M Chinnaswamy Stadium,2011-04-29,24,26.0,0,0.0,2.0,4.0,6.5,0,0,2,2,0.6,0.5,9.082096102601039,0.42857142857142855
A Mithun,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2011-05-06,19,28.0,0,0.0,0.0,3.1,9.032258064516128,0,0,-2,-2,0.4,0.5,9.082096102601039,0.42857142857142855
A Mithun,Royal Challengers Bangalore,Kochi Tuskers Kerala,M Chinnaswamy Stadium,2011-05-08,19,19.0,2,0.0,0.0,3.1,6.129032258064516,0,0,52,2,0.8,0.5,9.082096102601039,0.42857142857142855
A Mithun,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,2011-05-14,14,12.0,0,0.0,0.0,2.2,5.454545454545454,0,0,4,4,0.8,0.5,9.082096102601039,0.42857142857142855
A Mithun,Kings XI Punjab,Royal Challengers Bangalore,Himachal Pradesh Cricket Association Stadium,2011-05-17,18,22.0,0,1.0,1.0,3.0,7.333333333333333,0,0,0,0,0.4,0.5,9.082096102601039,0.0
A Mithun,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2011-05-22,25,34.0,1,0.0,0.0,4.1,8.292682926829269,0,0,25,0,0.6,0.5,9.082096102601039,0.42857142857142855
A Mithun,Royal Challengers Bangalore,Chennai Super Kings,Wankhede Stadium,2011-05-24,19,29.0,1,0.0,0.0,3.1,9.35483870967742,0,0,23,-2,0.8,0.5,9.082096102601039,1.0
A Mithun,Royal Challengers Bangalore,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",2011-05-27,12,26.0,0,0.0,0.0,2.0,13.0,0,0,-6,-6,0.4,0.5,9.082096102601039,0.0
A Mithun,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",2011-05-28,12,22.0,0,0.0,0.0,2.0,11.0,0,0,-4,-4,0.4,0.5,9.082096102601039,0.0
