bowler,team1,team2,venue,date,delivery,runs,wicket,byes,legbyes,overs,economy,4w,5w,points,eco_bonus
RA Jadeja,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,25,49.0,1,0.0,0.0,4.1,11.951219512195124,0,0,19,-6
TU Deshpande,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,25,25.0,1,0.0,2.0,4.1,6.097560975609756,0,0,27,2
GD McGrath,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,24,21.0,1,0.0,0.0,4.0,5.25,0,0,29,4
JA Morkel,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,25,39.0,0,1.0,0.0,4.1,9.51219512195122,0,0,-2,-2
Joginder Sharma,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,18,28.0,1,0.0,0.0,3.0,9.333333333333334,0,0,23,-2
M Muralitharan,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,24,25.0,0,0.0,0.0,4.0,6.25,0,0,2,2
M Ntini,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,24,29.0,0,0.0,1.0,4.0,7.25,0,0,0,0
MS Gony,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,25,38.0,1,0.0,0.0,4.1,9.26829268292683,0,0,23,-2
Mohammad Asif,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,25,33.0,1,0.0,0.0,4.1,8.048780487804878,0,0,25,0
PJ Sangwan,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,26,38.0,1,0.0,0.0,4.2,9.047619047619047,0,0,23,-2
R Bhatia,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,6,11.0,1,0.0,0.0,1.0,11.0,0,0,25,0
Shoaib Malik,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,7,9.0,0,0.0,0.0,1.1,8.181818181818182,0,0,0,0
V Sehwag,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,12,21.0,1,0.0,0.0,2.0,10.5,0,0,21,-4
VY Mahesh,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2008-05-02,24,25.0,1,0.0,0.0,4.0,6.25,0,0,27,2
A Flintoff,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,24,50.0,0,0.0,0.0,4.0,12.5,0,0,-6,-6
A Nehra,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,25,32.0,1,0.0,4.0,4.1,7.804878048780488,0,0,25,0
AM Salvi,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,19,36.0,0,0.0,0.0,3.1,11.612903225806452,0,0,-6,-6
DL Vettori,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,24,29.0,3,0.0,2.0,4.0,7.25,0,0,75,0
DP Nannes,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,24,32.0,2,0.0,0.0,4.0,8.0,0,0,50,0
JA Morkel,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,24,41.0,1,0.0,0.0,4.0,10.25,0,0,21,-4
Joginder Sharma,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,6,8.0,0,0.0,0.0,1.0,8.0,0,0,0,0
L Balaji,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,25,18.0,3,0.0,0.0,4.1,4.390243902439025,0,0,81,6
M Muralitharan,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,18,26.0,0,0.0,0.0,3.0,8.666666666666666,0,0,0,0
MK Tiwary,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,6,11.0,0,0.0,0.0,1.0,11.0,0,0,0,0
MS Gony,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,24,45.0,1,0.0,0.0,4.0,11.25,0,0,19,-6
PJ Sangwan,Chennai Super Kings,Delhi Daredevils,Kingsmead,2009-04-23,26,25.0,3,0.0,0.0,4.2,5.9523809523809526,0,0,79,4
A Mishra,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,18,24.0,0,0.0,0.0,3.0,8.0,0,0,0,0
A Nehra,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,26,25.0,3,0.0,0.0,4.2,5.9523809523809526,0,0,79,4
DP Nannes,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,26,25.0,4,0.0,0.0,4.2,5.9523809523809526,1,0,112,4
JA Morkel,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,24,32.0,1,0.0,0.0,4.0,8.0,0,0,25,0
JDP Oram,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,6,14.0,0,0.0,0.0,1.0,14.0,0,0,0,0
L Balaji,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,18,26.0,0,0.0,0.0,3.0,8.666666666666666,0,0,0,0
M Muralitharan,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,24,22.0,1,0.0,0.0,4.0,5.5,0,0,29,4
PJ Sangwan,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,19,40.0,1,0.0,0.0,3.1,12.903225806451612,0,0,19,-6
R Bhatia,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,18,17.0,2,4.0,0.0,3.0,5.666666666666667,0,0,54,4
S Tyagi,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,18,16.0,2,0.0,1.0,3.0,5.333333333333333,0,0,54,4
SB Jakati,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,24,24.0,4,0.0,1.0,4.0,6.0,1,0,110,2
SK Raina,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,6,7.0,0,0.0,0.0,1.0,7.0,0,0,0,0
TM Dilshan,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,18,23.0,0,0.0,0.0,3.0,7.666666666666667,0,0,0,0
A Mishra,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,24,12.0,2,0.0,0.0,4.0,3.0,0,0,56,6
A Nehra,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,24,26.0,3,0.0,0.0,4.0,6.5,0,0,77,2
DE Bollinger,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,25,22.0,2,0.0,0.0,4.1,5.365853658536586,0,0,54,4
DP Nannes,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,21,20.0,1,0.0,0.0,3.3,6.0606060606060606,0,0,27,2
JA Morkel,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,17,15.0,0,0.0,0.0,2.5,6.0,0,0,2,2
L Balaji,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,14,10.0,0,0.0,0.0,2.2,4.545454545454545,0,0,6,6
R Ashwin,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,24,24.0,1,4.0,0.0,4.0,6.0,0,0,27,2
SB Jakati,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,18,14.0,1,0.0,0.0,3.0,4.666666666666667,0,0,31,6
SK Raina,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,18,15.0,0,0.0,0.0,3.0,5.0,0,0,4,4
TM Dilshan,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,24,19.0,1,0.0,0.0,4.0,4.75,0,0,31,6
UT Yadav,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,7,8.0,0,0.0,0.0,1.1,7.272727272727272,0,0,0,0
V Sehwag,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,24,18.0,2,0.0,0.0,4.0,4.5,0,0,56,6
AB Agarkar,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,24,49.0,1,0.0,1.0,4.0,12.25,0,0,19,-6
AB McDonald,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,12,23.0,0,0.0,0.0,2.0,11.5,0,0,-6,-6
DE Bollinger,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,24,38.0,1,0.0,1.0,4.0,9.5,0,0,23,-2
DJ Bravo,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,20,19.0,2,0.0,0.0,3.2,5.9375,0,0,54,4
IK Pathan,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,24,37.0,2,0.0,0.0,4.0,9.25,0,0,48,-2
JA Morkel,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,18,36.0,1,0.0,0.0,3.0,12.0,0,0,19,-6
JR Hopes,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,12,16.0,0,0.0,0.0,2.0,8.0,0,0,0,0
R Ashwin,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,24,19.0,2,0.0,5.0,4.0,4.75,0,0,56,6
S Nadeem,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,24,26.0,0,0.0,0.0,4.0,6.5,0,0,2,2
SB Jakati,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,13,17.0,0,0.0,0.0,2.1,8.095238095238095,0,0,0,0
SK Raina,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,25,15.0,0,0.0,3.0,4.1,3.658536585365854,0,0,6,6
VR Aaron,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,25,19.0,1,0.0,1.0,4.1,4.634146341463415,0,0,31,6
BW Hilfenhaus,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,26,25.0,3,0.0,0.0,4.2,5.9523809523809526,0,0,79,4
DJ Bravo,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,26,20.0,0,0.0,0.0,4.2,4.761904761904762,0,0,6,6
IK Pathan,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,12,15.0,1,0.0,0.0,2.0,7.5,0,0,25,0
JA Morkel,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,25,14.0,1,0.0,2.0,4.1,3.414634146341464,0,0,31,6
M Morkel,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,24,31.0,0,0.0,0.0,4.0,7.75,0,0,0,0
R Ashwin,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,24,17.0,1,0.0,0.0,4.0,4.25,0,0,31,6
RA Jadeja,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,6,11.0,0,0.0,0.0,1.0,11.0,0,0,0,0
RE van der Merwe,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,18,17.0,0,0.0,0.0,3.0,5.666666666666667,0,0,4,4
SB Jakati,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,18,20.0,0,0.0,0.0,3.0,6.666666666666667,0,0,2,2
UT Yadav,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,19,23.0,0,0.0,0.0,3.1,7.419354838709677,0,0,0,0
VR Aaron,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,20,28.0,0,0.0,0.0,3.2,8.75,0,0,0,0
A Nehra,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,24,37.0,1,0.0,1.0,4.0,9.25,0,0,23,-2
DJ Bravo,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,24,19.0,2,0.0,4.0,4.0,4.75,0,0,56,6
IK Pathan,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,19,23.0,0,0.0,1.0,3.1,7.419354838709677,0,0,0,0
J Botha,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,13,22.0,0,0.0,0.0,2.1,10.476190476190476,0,0,-4,-4
JA Morkel,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,26,29.0,3,0.0,0.0,4.2,6.904761904761904,0,0,77,2
JO Holder,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,24,39.0,0,0.0,0.0,4.0,9.75,0,0,-2,-2
MM Sharma,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,25,21.0,2,0.0,0.0,4.1,5.121951219512195,0,0,54,4
R Ashwin,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,25,18.0,2,0.0,0.0,4.1,4.390243902439025,0,0,56,6
RE van der Merwe,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,19,18.0,1,0.0,0.0,3.1,5.806451612903226,0,0,29,4
S Kaul,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,25,32.0,0,0.0,0.0,4.1,7.804878048780488,0,0,0,0
UT Yadav,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,24,26.0,2,0.0,0.0,4.0,6.5,0,0,52,2
BW Hilfenhaus,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,12,9.0,1,0.0,0.0,2.0,4.5,0,0,31,6
DR Smith,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,13,13.0,1,0.0,0.0,2.1,6.19047619047619,0,0,27,2
IC Pandey,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,24,23.0,2,0.0,0.0,4.0,5.75,0,0,54,4
JD Unadkat,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,24,32.0,3,0.0,2.0,4.0,8.0,0,0,75,0
JDS Neesham,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,25,28.0,1,0.0,1.0,4.1,6.829268292682928,0,0,27,2
JP Duminy,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,25,25.0,0,0.0,0.0,4.1,6.097560975609756,0,0,2,2
M Vijay,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,6,13.0,0,0.0,0.0,1.0,13.0,0,0,0,0
MM Sharma,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,18,17.0,1,0.0,0.0,3.0,5.666666666666667,0,0,29,4
Mohammed Shami,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,25,44.0,2,0.0,0.0,4.1,10.731707317073171,0,0,46,-4
R Ashwin,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,13,2.0,2,0.0,0.0,2.1,0.9523809523809524,0,0,56,6
RA Jadeja,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,16,18.0,2,0.0,0.0,2.4,7.5,0,0,50,0
S Nadeem,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,18,29.0,1,0.0,0.0,3.0,9.666666666666666,0,0,23,-2
A Mishra,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,24,21.0,1,0.0,0.0,4.0,5.25,0,0,29,4
A Nehra,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,25,24.0,4,0.0,0.0,4.1,5.853658536585367,1,0,112,4
DJ Bravo,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,26,34.0,2,0.0,0.0,4.2,8.095238095238095,0,0,50,0
DJ Muthuswami,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,18,18.0,1,0.0,4.0,3.0,6.0,0,0,27,2
IC Pandey,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,24,30.0,1,0.0,0.0,4.0,7.5,0,0,25,0
Imran Tahir,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,24,27.0,1,0.0,0.0,4.0,6.75,0,0,27,2
JA Morkel,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,19,27.0,0,0.0,4.0,3.1,8.709677419354838,0,0,0,0
JP Duminy,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,13,14.0,1,0.0,0.0,2.1,6.666666666666666,0,0,27,2
MM Sharma,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,25,32.0,1,0.0,0.0,4.1,7.804878048780488,0,0,25,0
NM Coulter-Nile,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,24,29.0,3,1.0,2.0,4.0,7.25,0,0,75,0
R Ashwin,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,25,24.0,1,0.0,0.0,4.1,5.853658536585367,0,0,29,4
A Mishra,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,2018-04-30,24,30.0,1,0.0,0.0,4.0,7.5,0,0,25,0
Avesh Khan,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,2018-04-30,25,27.0,0,0.0,1.0,4.1,6.585365853658537,0,0,2,2
DJ Bravo,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,2018-04-30,19,42.0,0,0.0,0.0,3.1,13.548387096774194,0,0,-6,-6
GJ Maxwell,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,2018-04-30,6,5.0,1,0.0,0.0,1.0,5.0,0,0,25,0
Harbhajan Singh,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,2018-04-30,25,25.0,0,0.0,0.0,4.1,6.097560975609756,0,0,2,2
KM Asif,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,2018-04-30,19,42.0,2,0.0,0.0,3.1,13.548387096774194,0,0,44,-6
L Ngidi,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,2018-04-30,26,24.0,1,0.0,1.0,4.2,5.714285714285714,0,0,29,4
LE Plunkett,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,2018-04-30,18,52.0,0,0.0,0.0,3.0,17.333333333333332,0,0,-6,-6
R Tewatia,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,2018-04-30,12,23.0,0,1.0,0.0,2.0,11.5,0,0,-6,-6
RA Jadeja,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,2018-04-30,25,30.0,2,0.0,1.0,4.1,7.317073170731708,0,0,50,0
SR Watson,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,2018-04-30,12,27.0,0,0.0,0.0,2.0,13.5,0,0,-6,-6
TA Boult,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,2018-04-30,24,48.0,1,0.0,1.0,4.0,12.0,0,0,19,-6
V Shankar,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,2018-04-30,14,18.0,1,0.0,0.0,2.2,8.181818181818182,0,0,25,0
AS Joseph,Chennai Super Kings,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",2022-04-17,25,33.0,2,0.0,0.0,4.1,8.048780487804878,0,0,50,0
CJ Jordan,Chennai Super Kings,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",2022-04-17,23,57.0,0,0.0,1.0,3.5,16.285714285714285,0,0,-6,-6
DJ Bravo,Chennai Super Kings,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",2022-04-17,24,23.0,3,0.0,0.0,4.0,5.75,0,0,79,4
LH Ferguson,Chennai Super Kings,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",2022-04-17,24,46.0,1,0.0,0.0,4.0,11.5,0,0,19,-6
M Theekshana,Chennai Super Kings,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",2022-04-17,24,24.0,2,4.0,0.0,4.0,6.0,0,0,52,2
MM Ali,Chennai Super Kings,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",2022-04-17,12,17.0,0,0.0,0.0,2.0,8.5,0,0,0,0
Mohammed Shami,Chennai Super Kings,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",2022-04-17,26,18.0,1,0.0,0.0,4.2,4.285714285714286,0,0,31,6
Mukesh Choudhary,Chennai Super Kings,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",2022-04-17,19,17.0,1,0.0,0.0,3.1,5.483870967741935,0,0,29,4
RA Jadeja,Chennai Super Kings,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",2022-04-17,18,25.0,1,0.0,0.0,3.0,8.333333333333334,0,0,25,0
Rashid Khan,Chennai Super Kings,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",2022-04-17,24,29.0,0,0.0,0.0,4.0,7.25,0,0,0,0
Yash Dayal,Chennai Super Kings,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",2022-04-17,25,37.0,1,0.0,0.0,4.1,9.02439024390244,0,0,23,-2
AS Joseph,Chennai Super Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",2022-05-15,18,15.0,1,0.0,1.0,3.0,5.0,0,0,29,4
HH Pandya,Chennai Super Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",2022-05-15,12,7.0,0,0.0,0.0,2.0,3.5,0,0,6,6
M Pathirana,Chennai Super Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",2022-05-15,22,21.0,2,0.0,2.0,3.4,6.176470588235294,0,0,52,2
MJ Santner,Chennai Super Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",2022-05-15,24,24.0,0,4.0,0.0,4.0,6.0,0,0,2,2
MM Ali,Chennai Super Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",2022-05-15,12,11.0,1,0.0,0.0,2.0,5.5,0,0,29,4
Mohammed Shami,Chennai Super Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",2022-05-15,24,19.0,2,0.0,0.0,4.0,4.75,0,0,56,6
Mukesh Choudhary,Chennai Super Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",2022-05-15,18,28.0,0,0.0,0.0,3.0,9.333333333333334,0,0,-2,-2
PH Solanki,Chennai Super Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",2022-05-15,24,18.0,0,0.0,0.0,4.0,4.5,0,0,6,6
R Sai Kishore,Chennai Super Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",2022-05-15,25,30.0,1,0.0,1.0,4.1,7.317073170731708,0,0,25,0
Rashid Khan,Chennai Super Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",2022-05-15,24,31.0,1,0.0,0.0,4.0,7.75,0,0,25,0
Simarjeet Singh,Chennai Super Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",2022-05-15,19,25.0,0,0.0,0.0,3.1,8.064516129032258,0,0,0,0
Yash Dayal,Chennai Super Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",2022-05-15,21,24.0,0,0.0,0.0,3.3,7.272727272727273,0,0,0,0
AS Joseph,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023-03-31,24,33.0,2,0.0,0.0,4.0,8.25,0,0,50,0
DL Chahar,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023-03-31,24,29.0,0,0.0,4.0,4.0,7.25,0,0,0,0
HH Pandya,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023-03-31,18,28.0,0,0.0,4.0,3.0,9.333333333333334,0,0,-2,-2
J Little,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023-03-31,24,41.0,1,0.0,1.0,4.0,10.25,0,0,21,-4
MJ Santner,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023-03-31,24,32.0,0,0.0,0.0,4.0,8.0,0,0,0,0
Mohammed Shami,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023-03-31,24,28.0,2,0.0,1.0,4.0,7.0,0,0,50,0
RA Jadeja,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023-03-31,24,28.0,1,0.0,1.0,4.0,7.0,0,0,25,0
RS Hangargekar,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023-03-31,27,32.0,3,0.0,0.0,4.3,7.441860465116279,0,0,75,0
Rashid Khan,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023-03-31,24,26.0,2,1.0,0.0,4.0,6.5,0,0,52,2
TU Deshpande,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023-03-31,21,48.0,1,0.0,1.0,3.3,14.545454545454549,0,0,19,-6
Yash Dayal,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023-03-31,6,14.0,0,0.0,0.0,1.0,14.0,0,0,0,0
DG Nalkande,Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-23,24,43.0,1,0.0,1.0,4.0,10.75,0,0,21,-4
DL Chahar,Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-23,27,26.0,2,0.0,1.0,4.3,6.046511627906977,0,0,52,2
M Pathirana,Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-23,31,29.0,3,0.0,1.0,5.1,5.686274509803922,0,0,79,4
M Theekshana,Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-23,24,28.0,2,0.0,0.0,4.0,7.0,0,0,50,0
MM Sharma,Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-23,24,31.0,2,0.0,0.0,4.0,7.75,0,0,50,0
Mohammed Shami,Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",2023-05-23,24,27.0,2,0.0,1.0,4.0,6.75,0,0,52,2
