batsman,team1,team2,venue,date,runs,delivery,4s,6s,ducks,strike_rate,50s,100s,points,sr_bonus
DT Christian,Deccan Chargers,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,2.0,3,0,0,1,66.66666666666666,0,0,0.0,0
DW Steyn,Deccan Chargers,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,5.0,8,0,0,1,62.5,0,0,3.0,0
F du Plessis,Deccan Chargers,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,39.0,25,1,4,1,156.0,0,0,50.0,4
JA Morkel,Deccan Chargers,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,2.0,4,0,0,0,50.0,0,0,2.0,0
M Vijay,Deccan Chargers,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,2.0,5,0,0,1,40.0,0,0,0.0,0
MS Dhoni,Deccan Chargers,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,7.0,10,0,0,1,70.0,0,0,5.0,0
MS Gony,Deccan Chargers,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,4.0,8,0,0,1,50.0,0,0,2.0,0
PA Patel,Deccan Chargers,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,20.0,17,3,0,1,117.64705882352942,0,0,21.0,0
RA Jadeja,Deccan Chargers,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,48.0,29,3,3,1,165.51724137931035,0,0,59.0,4
S Badrinath,Deccan Chargers,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,25.0,22,3,0,1,113.63636363636364,0,0,26.0,0
S Dhawan,Deccan Chargers,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,21.0,21,3,0,1,100.0,0,0,22.0,0
SK Raina,Deccan Chargers,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,16.0,13,3,0,1,123.07692307692308,0,0,17.0,0
A Symonds,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2008-04-22,12.0,13,2,0,1,92.3076923076923,0,0,12.0,0
AC Gilchrist,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2008-04-22,8.0,9,0,1,1,88.88888888888889,0,0,8.0,0
AS Yadav,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2008-04-22,12.0,7,2,0,1,171.42857142857142,0,0,18.0,6
G Gambhir,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2008-04-22,12.0,9,2,0,1,133.33333333333331,0,0,14.0,2
RG Sharma,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2008-04-22,66.0,37,6,4,1,178.3783783783784,1,0,92.0,6
RP Singh,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2008-04-22,1.0,1,0,0,0,100.0,0,0,1.0,0
S Dhawan,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2008-04-22,25.0,31,3,0,0,80.64516129032258,0,0,28.0,0
SB Bangar,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2008-04-22,8.0,14,0,0,1,57.14285714285714,0,0,6.0,0
Shahid Afridi,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2008-04-22,2.0,7,0,0,1,28.57142857142857,0,0,0.0,0
V Sehwag,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2008-04-22,94.0,43,10,6,0,218.60465116279067,1,0,130.0,6
VVS Laxman,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2008-04-22,2.0,6,0,0,1,33.33333333333333,0,0,0.0,0
WPUJC Vaas,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2008-04-22,12.0,6,0,1,0,200.0,0,0,20.0,6
Y Venugopal Rao,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2008-04-22,14.0,22,2,0,1,63.63636363636363,0,0,12.0,-2
AA Bilakhia,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009-04-30,22.0,28,2,0,1,78.57142857142857,0,0,22.0,0
AB de Villiers,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009-04-30,5.0,9,1,0,1,55.55555555555556,0,0,4.0,0
AC Gilchrist,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009-04-30,8.0,5,2,0,1,160.0,0,0,8.0,0
DR Smith,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009-04-30,48.0,29,5,2,1,165.51724137931035,0,0,59.0,4
G Gambhir,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009-04-30,17.0,15,3,0,1,113.33333333333331,0,0,18.0,0
HH Gibbs,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009-04-30,0.0,4,0,0,1,0.0,0,0,-2.0,0
KD Karthik,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009-04-30,41.0,32,3,1,1,128.125,0,0,44.0,0
M Manhas,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009-04-30,3.0,2,0,0,0,150.0,0,0,3.0,0
PP Ojha,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009-04-30,1.0,1,0,0,0,100.0,0,0,1.0,0
RG Sharma,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009-04-30,17.0,20,2,0,1,85.0,0,0,17.0,0
RP Singh,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009-04-30,2.0,4,0,0,0,50.0,0,0,2.0,0
Shoaib Ahmed,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009-04-30,0.0,3,0,0,1,0.0,0,0,-2.0,0
TL Suman,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009-04-30,23.0,14,1,1,1,164.28571428571428,0,0,28.0,4
TM Dilshan,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009-04-30,52.0,51,4,3,0,101.96078431372548,1,0,70.0,0
V Sehwag,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009-04-30,20.0,11,4,0,1,181.8181818181818,0,0,28.0,6
Y Venugopal Rao,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009-04-30,16.0,15,1,0,1,106.66666666666669,0,0,15.0,0
A Mishra,Deccan Chargers,Delhi Daredevils,Kingsmead,2009-05-13,2.0,3,0,0,1,66.66666666666666,0,0,0.0,0
A Symonds,Deccan Chargers,Delhi Daredevils,Kingsmead,2009-05-13,41.0,23,3,2,1,178.26086956521738,0,0,52.0,6
AB de Villiers,Deccan Chargers,Delhi Daredevils,Kingsmead,2009-05-13,44.0,36,4,1,1,122.22222222222224,0,0,48.0,0
AC Gilchrist,Deccan Chargers,Delhi Daredevils,Kingsmead,2009-05-13,64.0,35,5,5,1,182.8571428571429,1,0,91.0,6
DA Warner,Deccan Chargers,Delhi Daredevils,Kingsmead,2009-05-13,4.0,7,0,0,1,57.14285714285714,0,0,2.0,0
DB Ravi Teja,Deccan Chargers,Delhi Daredevils,Kingsmead,2009-05-13,27.0,35,3,0,1,77.14285714285715,0,0,28.0,0
